url,written,written_human_readable,shape,shards,chunks,dimension_names,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1953-2072 Riccia beyrichiana spores (40x).ome.zarr,15432955175,14.37 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1953-2072 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0856-0888 Riccia beyrichiana stature (Laowa 2.5x).ome.zarr,12075438903,11.25 GB,"1,3,33,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0856-0888 Riccia beyrichiana stature (Laowa 2.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0822-0854 Riccia beyrichiana stature (Laowa 2.5x).ome.zarr,11962857051,11.14 GB,"1,3,33,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0822-0854 Riccia beyrichiana stature (Laowa 2.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0378-0447 Riccia beyrichiana stature.ome.zarr,10293785186,9.59 GB,"1,3,70,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0378-0447 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0308-0377 Riccia beyrichiana stature.ome.zarr,10293031778,9.59 GB,"1,3,70,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0308-0377 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3428-3482 Riccia beyrichiana thallus cross section (5x).ome.zarr,9670571171,9.01 GB,"1,3,55,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3428-3482 Riccia beyrichiana thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3483-3537 Riccia beyrichiana thallus cross section (5x).ome.zarr,9594714902,8.94 GB,"1,3,55,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3483-3537 Riccia beyrichiana thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3208-3262 Riccia beyrichiana thallus cross section (5x).ome.zarr,8978763144,8.36 GB,"1,3,55,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3208-3262 Riccia beyrichiana thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3153-3207 Riccia beyrichiana thallus cross section (5x).ome.zarr,8760225074,8.16 GB,"1,3,55,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3153-3207 Riccia beyrichiana thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3263-3317 Riccia beyrichiana thallus cross section (5x).ome.zarr,8786127299,8.18 GB,"1,3,55,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3263-3317 Riccia beyrichiana thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3373-3427 Riccia beyrichiana thallus cross section (5x).ome.zarr,8675802448,8.08 GB,"1,3,55,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3373-3427 Riccia beyrichiana thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3318-3372 Riccia beyrichiana thallus cross section (5x).ome.zarr,8628192580,8.04 GB,"1,3,55,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3318-3372 Riccia beyrichiana thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1153-1202 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7955170786,7.41 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1153-1202 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1103-1152 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7944490597,7.40 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1103-1152 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0023 Riccia beyrichiana stature.ome.zarr,597861766,570.17 MB,"1,3,1,7776,10368","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0023 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1453-1502 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,7815160421,7.28 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1453-1502 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1503-1552 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,7766049430,7.23 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1503-1552 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1003-1052 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7472577467,6.96 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1003-1052 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1553-1602 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,7584541288,7.06 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1553-1602 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0889-0910 Riccia beyrichiana stature (Laowa 3.5x).ome.zarr,8146422738,7.59 GB,"1,3,22,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0889-0910 Riccia beyrichiana stature (Laowa 3.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1703-1752 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7502408580,6.99 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1703-1752 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1203-1252 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7520682397,7.00 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1203-1252 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1853-1902 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7450077556,6.94 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1853-1902 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1903-1952 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,7409365153,6.90 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1903-1952 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1353-1402 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,7350137324,6.85 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1353-1402 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1653-1702 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7335075886,6.83 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1653-1702 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1753-1802 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7290530246,6.79 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1753-1802 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0953-1002 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7224199359,6.73 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0953-1002 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1803-1852 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,7259996609,6.76 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1803-1852 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1053-1102 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7117232254,6.63 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1053-1102 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1603-1652 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,7161459980,6.67 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1603-1652 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0238-0287 Riccia beyrichiana stature.ome.zarr,7516966125,7.00 GB,"1,3,50,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0238-0287 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1253-1302 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,7103217352,6.62 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1253-1302 Riccia beyrichiana stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0098-0147 Riccia beyrichiana stature.ome.zarr,7505951017,6.99 GB,"1,3,50,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0098-0147 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0168-0217 Riccia beyrichiana stature.ome.zarr,7487314537,6.97 GB,"1,3,50,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0168-0217 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1303-1352 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,7121874586,6.63 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1303-1352 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_1403-1452 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,7017275970,6.54 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1403-1452 Riccia beyrichiana stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0024-0043 Riccia beyrichiana stature.ome.zarr,3023903730,2.82 GB,"1,3,20,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0024-0043 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0855 Riccia beyrichiana stature (Laowa 2.5x).ome.zarr,374674046,357.32 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0855 Riccia beyrichiana stature (Laowa 2.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0821 Riccia beyrichiana stature (Laowa 2.5x).ome.zarr,367081446,350.08 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0821 Riccia beyrichiana stature (Laowa 2.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
